nohup: ignoring input
wandb: Currently logged in as: y4umeng (y4umeng-columbia-university) to https://api.wandb.ai. Use `wandb login --relogin` to force relogin
wandb: Using wandb-core as the SDK backend.  Please refer to https://wandb.me/wandb-core for more information.
wandb: Tracking run with wandb version 0.19.6
wandb: Run data is saved locally in /root/Projects/policy_distillation/src/wandb/run-20250305_054833-u93sd8l5
wandb: Run `wandb offline` to turn off syncing.
wandb: Syncing run policy_distillation_small_dqn/dqn_dqn4_da_0001_beamrider
wandb: ⭐️ View project at https://wandb.ai/y4umeng-columbia-university/policy_distillation_small_dqn
wandb: 🚀 View run at https://wandb.ai/y4umeng-columbia-university/policy_distillation_small_dqn/runs/u93sd8l5
A.L.E: Arcade Learning Environment (version 0.10.1+unknown)
[Powered by Stella]
[36m[INFO] CONFIG:
DA:
  EPOCHS: 1
  LR: 0.0001
  PROB: 0.3
DATA:
  EXPLORATION_RATE: 0.05
  INCREMENT_SIZE: 54000
  MAX_CAPACITY: 540000
DISTILLER:
  ENV: BeamRiderNoFrameskip-v4
  STUDENT: dqn4
  TEACHER: dqn
  TYPE: DA
EXPERIMENT:
  DEVICE: cuda
  NAME: dqn_dqn4_da_0001_beamrider
  PROJECT: policy_distillation_small_dqn
  TAG: breakout, dqn, DA
LOG:
  BAR: false
  EVAL_EPISODES: 5
  EVAL_FREQ: 1
  PREFIX: ./output
  SAVE_CHECKPOINT_FREQ: 100
  WANDB: true
SOLVER:
  BATCH_SIZE: 32
  EPOCHS: 500
  LR: 0.0001
  LR_DECAY_RATE: 0.1
  LR_DECAY_STAGES: []
  MOMENTUM: 0.9
  SOFTMAX_TEMP: 0.01
  TRAINER: base
  TYPE: SGD
  WEIGHT_DECAY: 0.0001
[0m
Epoch 1. train_acc:  15.9, train_loss:  1.22, data_points:  5.4e+04, total_data_gen_time:  58, train_time:  0.00273, data_load_time:  4.79e-07, total_eval_time:  6.7, test_score:  660, best_score:  660, current lr:  0.0001, 
Epoch 307. train_acc:  51.3, train_loss:  0.659, data_points:  5.4e+05, total_data_gen_time:  82.9, train_time:  0.0028, data_load_time:  5.44e-07, total_eval_time:  12.2, test_score:  7.79e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 308. train_acc:  51.2, train_loss:  0.668, data_points:  5.4e+05, total_data_gen_time:  64.5, train_time:  0.00342, data_load_time:  6.01e-07, total_eval_time:  22.2, test_score:  1.23e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 309. train_acc:  51.3, train_loss:  0.663, data_points:  5.4e+05, total_data_gen_time:  67.5, train_time:  0.00358, data_load_time:  6.07e-07, total_eval_time:  22.5, test_score:  1.1e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 310. train_acc:  51.3, train_loss:  0.663, data_points:  5.4e+05, total_data_gen_time:  82.9, train_time:  0.0036, data_load_time:  6.35e-07, total_eval_time:  15.5, test_score:  6.42e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 311. train_acc:  51.4, train_loss:  0.66, data_points:  5.4e+05, total_data_gen_time:  80.8, train_time:  0.00357, data_load_time:  6.09e-07, total_eval_time:  17.8, test_score:  1.13e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 312. train_acc:  51.2, train_loss:  0.663, data_points:  5.4e+05, total_data_gen_time:  81.2, train_time:  0.00364, data_load_time:  6.38e-07, total_eval_time:  15.2, test_score:  5.17e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 313. train_acc:  51.5, train_loss:  0.657, data_points:  5.4e+05, total_data_gen_time:  83.4, train_time:  0.00359, data_load_time:  5.98e-07, total_eval_time:  82.2, test_score:  6.48e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 314. train_acc:  51.4, train_loss:  0.659, data_points:  5.4e+05, total_data_gen_time:  78.5, train_time:  0.00302, data_load_time:  5.87e-07, total_eval_time:  52.3, test_score:  9.5e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 315. train_acc:  51.5, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  80.4, train_time:  0.00305, data_load_time:  5.51e-07, total_eval_time:  14.3, test_score:  6.84e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 316. train_acc:  51.6, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  82.1, train_time:  0.00305, data_load_time:  5.84e-07, total_eval_time:  14.9, test_score:  7.13e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 317. train_acc:  51.8, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  80.6, train_time:  0.00314, data_load_time:  5.47e-07, total_eval_time:  14.5, test_score:  4.84e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 318. train_acc:  51.9, train_loss:  0.643, data_points:  5.4e+05, total_data_gen_time:  80.5, train_time:  0.00365, data_load_time:  6.15e-07, total_eval_time:  12.1, test_score:  5.41e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 319. train_acc:  51.5, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  81.7, train_time:  0.00356, data_load_time:  5.55e-07, total_eval_time:  16.5, test_score:  9.13e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 320. train_acc:  51.6, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  83.9, train_time:  0.00356, data_load_time:  5.8e-07, total_eval_time:  45.6, test_score:  6.22e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 321. train_acc:  51.6, train_loss:  0.656, data_points:  5.4e+05, total_data_gen_time:  81.5, train_time:  0.00358, data_load_time:  5.7e-07, total_eval_time:  50.4, test_score:  7.05e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 322. train_acc:  51.6, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  83.3, train_time:  0.00355, data_load_time:  5.97e-07, total_eval_time:  48.1, test_score:  6.64e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 323. train_acc:  51.6, train_loss:  0.656, data_points:  5.4e+05, total_data_gen_time:  80.8, train_time:  0.00289, data_load_time:  5.13e-07, total_eval_time:  34.1, test_score:  6.8e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 324. train_acc:  51.6, train_loss:  0.657, data_points:  5.4e+05, total_data_gen_time:  59.8, train_time:  0.00288, data_load_time:  5.19e-07, total_eval_time:  21.1, test_score:  1.23e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 325. train_acc:  51.5, train_loss:  0.659, data_points:  5.4e+05, total_data_gen_time:  81.9, train_time:  0.00336, data_load_time:  5.59e-07, total_eval_time:  10, test_score:  5.95e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 326. train_acc:  51.3, train_loss:  0.664, data_points:  5.4e+05, total_data_gen_time:  61.5, train_time:  0.00256, data_load_time:  4.8e-07, total_eval_time:  12.5, test_score:  7.23e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 327. train_acc:  51.2, train_loss:  0.666, data_points:  5.4e+05, total_data_gen_time:  62.8, train_time:  0.00265, data_load_time:  4.75e-07, total_eval_time:  10.9, test_score:  5.08e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 328. train_acc:  51.3, train_loss:  0.663, data_points:  5.4e+05, total_data_gen_time:  61.4, train_time:  0.00296, data_load_time:  5.42e-07, total_eval_time:  16.5, test_score:  9.03e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 329. train_acc:  51.6, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  61.1, train_time:  0.00339, data_load_time:  5.38e-07, total_eval_time:  14.2, test_score:  1.18e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 330. train_acc:  51.5, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  60.4, train_time:  0.00305, data_load_time:  5.15e-07, total_eval_time:  15.1, test_score:  8.56e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 331. train_acc:  51.6, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  64, train_time:  0.00287, data_load_time:  5.15e-07, total_eval_time:  40.6, test_score:  1.09e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 332. train_acc:  51.7, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  60.1, train_time:  0.00268, data_load_time:  4.79e-07, total_eval_time:  13, test_score:  1.05e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 333. train_acc:  51.6, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  62, train_time:  0.00259, data_load_time:  5.04e-07, total_eval_time:  16.7, test_score:  1.14e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 334. train_acc:  51.6, train_loss:  0.656, data_points:  5.4e+05, total_data_gen_time:  65.7, train_time:  0.0026, data_load_time:  4.8e-07, total_eval_time:  35.1, test_score:  7.77e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 335. train_acc:  51.8, train_loss:  0.653, data_points:  5.4e+05, total_data_gen_time:  60.7, train_time:  0.00288, data_load_time:  4.59e-07, total_eval_time:  34.8, test_score:  5.59e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 336. train_acc:  51.9, train_loss:  0.652, data_points:  5.4e+05, total_data_gen_time:  60.1, train_time:  0.00347, data_load_time:  5.92e-07, total_eval_time:  35.6, test_score:  6.38e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 337. train_acc:  51.9, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  61.1, train_time:  0.00324, data_load_time:  5.28e-07, total_eval_time:  9.86, test_score:  5.58e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 338. train_acc:  51.9, train_loss:  0.649, data_points:  5.4e+05, total_data_gen_time:  61.9, train_time:  0.00316, data_load_time:  4.86e-07, total_eval_time:  38.8, test_score:  1.01e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 339. train_acc:  51.8, train_loss:  0.652, data_points:  5.4e+05, total_data_gen_time:  60.3, train_time:  0.00336, data_load_time:  5.49e-07, total_eval_time:  36.9, test_score:  1.14e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 340. train_acc:  51.8, train_loss:  0.652, data_points:  5.4e+05, total_data_gen_time:  60.8, train_time:  0.00368, data_load_time:  5.8e-07, total_eval_time:  36.8, test_score:  6.96e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 341. train_acc:  51.8, train_loss:  0.656, data_points:  5.4e+05, total_data_gen_time:  62.5, train_time:  0.00327, data_load_time:  5.57e-07, total_eval_time:  17, test_score:  1.08e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 342. train_acc:  51.6, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  62.8, train_time:  0.00285, data_load_time:  5.58e-07, total_eval_time:  64, test_score:  9.6e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 343. train_acc:  51.8, train_loss:  0.656, data_points:  5.4e+05, total_data_gen_time:  63.4, train_time:  0.00265, data_load_time:  4.67e-07, total_eval_time:  37.7, test_score:  8.24e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 344. train_acc:  51.7, train_loss:  0.653, data_points:  5.4e+05, total_data_gen_time:  62.9, train_time:  0.00265, data_load_time:  5.13e-07, total_eval_time:  14.7, test_score:  8.95e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 345. train_acc:  51.6, train_loss:  0.659, data_points:  5.4e+05, total_data_gen_time:  63.7, train_time:  0.00315, data_load_time:  5.46e-07, total_eval_time:  10.2, test_score:  6.72e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 346. train_acc:  51.7, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  64.8, train_time:  0.00315, data_load_time:  5.1e-07, total_eval_time:  41, test_score:  1.43e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 347. train_acc:  51.7, train_loss:  0.659, data_points:  5.4e+05, total_data_gen_time:  62.5, train_time:  0.00321, data_load_time:  5.3e-07, total_eval_time:  19, test_score:  1.37e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 348. train_acc:  51.6, train_loss:  0.66, data_points:  5.4e+05, total_data_gen_time:  61.9, train_time:  0.00321, data_load_time:  5.53e-07, total_eval_time:  16.9, test_score:  1.26e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 349. train_acc:  51.5, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  62.8, train_time:  0.00329, data_load_time:  5.13e-07, total_eval_time:  16.4, test_score:  1.17e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 350. train_acc:  51.6, train_loss:  0.653, data_points:  5.4e+05, total_data_gen_time:  61.8, train_time:  0.00315, data_load_time:  5.01e-07, total_eval_time:  11, test_score:  7.05e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 351. train_acc:  51.6, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  63.4, train_time:  0.00315, data_load_time:  5.46e-07, total_eval_time:  14.3, test_score:  7.91e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 352. train_acc:  51.6, train_loss:  0.653, data_points:  5.4e+05, total_data_gen_time:  65.1, train_time:  0.00311, data_load_time:  5.23e-07, total_eval_time:  13.3, test_score:  1.03e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 353. train_acc:  51.7, train_loss:  0.657, data_points:  5.4e+05, total_data_gen_time:  65.5, train_time:  0.00319, data_load_time:  5.14e-07, total_eval_time:  13.8, test_score:  1.02e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 354. train_acc:  51.7, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  62.8, train_time:  0.0032, data_load_time:  5.72e-07, total_eval_time:  18.9, test_score:  1.47e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 355. train_acc:  51.7, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  66.4, train_time:  0.00318, data_load_time:  5.44e-07, total_eval_time:  17.5, test_score:  1.13e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 356. train_acc:  51.7, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  62.5, train_time:  0.0034, data_load_time:  5.56e-07, total_eval_time:  16.5, test_score:  1.3e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 357. train_acc:  51.7, train_loss:  0.66, data_points:  5.4e+05, total_data_gen_time:  62.8, train_time:  0.00326, data_load_time:  5.95e-07, total_eval_time:  9.55, test_score:  3.76e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 358. train_acc:  51.7, train_loss:  0.662, data_points:  5.4e+05, total_data_gen_time:  63.9, train_time:  0.00336, data_load_time:  5.22e-07, total_eval_time:  11.4, test_score:  6.98e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 359. train_acc:  51.5, train_loss:  0.667, data_points:  5.4e+05, total_data_gen_time:  63.1, train_time:  0.00341, data_load_time:  5.75e-07, total_eval_time:  35.3, test_score:  8.83e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 360. train_acc:  51.5, train_loss:  0.668, data_points:  5.4e+05, total_data_gen_time:  60.9, train_time:  0.00375, data_load_time:  5.86e-07, total_eval_time:  47, test_score:  8.48e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 361. train_acc:  51.7, train_loss:  0.663, data_points:  5.4e+05, total_data_gen_time:  83, train_time:  0.00283, data_load_time:  5.03e-07, total_eval_time:  59.6, test_score:  1.02e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 362. train_acc:  51.6, train_loss:  0.663, data_points:  5.4e+05, total_data_gen_time:  63.1, train_time:  0.00299, data_load_time:  5.15e-07, total_eval_time:  39.2, test_score:  8.07e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 363. train_acc:  51.6, train_loss:  0.66, data_points:  5.4e+05, total_data_gen_time:  62.1, train_time:  0.00288, data_load_time:  5.49e-07, total_eval_time:  14, test_score:  8.62e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 364. train_acc:  51.6, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  65.6, train_time:  0.00281, data_load_time:  5.18e-07, total_eval_time:  15.4, test_score:  1.1e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 365. train_acc:  51.6, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  63.4, train_time:  0.00316, data_load_time:  6.22e-07, total_eval_time:  13.8, test_score:  6.62e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 366. train_acc:  51.6, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  82.5, train_time:  0.00313, data_load_time:  5.53e-07, total_eval_time:  17.6, test_score:  6.1e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 367. train_acc:  51.5, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  83.8, train_time:  0.0031, data_load_time:  6.1e-07, total_eval_time:  85, test_score:  1.05e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 368. train_acc:  51.5, train_loss:  0.654, data_points:  5.4e+05, total_data_gen_time:  83.3, train_time:  0.00308, data_load_time:  5.71e-07, total_eval_time:  19.9, test_score:  7.91e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 369. train_acc:  51.6, train_loss:  0.655, data_points:  5.4e+05, total_data_gen_time:  83.9, train_time:  0.00314, data_load_time:  6.05e-07, total_eval_time:  17.3, test_score:  8.72e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 370. train_acc:  51.6, train_loss:  0.656, data_points:  5.4e+05, total_data_gen_time:  84.1, train_time:  0.00314, data_load_time:  5.64e-07, total_eval_time:  51.5, test_score:  1.01e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 371. train_acc:  51.6, train_loss:  0.657, data_points:  5.4e+05, total_data_gen_time:  82.8, train_time:  0.00318, data_load_time:  6.32e-07, total_eval_time:  18.3, test_score:  9.1e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 372. train_acc:  51.7, train_loss:  0.657, data_points:  5.4e+05, total_data_gen_time:  82.4, train_time:  0.0032, data_load_time:  5.87e-07, total_eval_time:  16.1, test_score:  7.84e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 373. train_acc:  51.6, train_loss:  0.659, data_points:  5.4e+05, total_data_gen_time:  84.2, train_time:  0.0032, data_load_time:  5.61e-07, total_eval_time:  19.2, test_score:  1.05e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 374. train_acc:  51.6, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  84.8, train_time:  0.00317, data_load_time:  5.88e-07, total_eval_time:  17.1, test_score:  6.91e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 375. train_acc:  51.5, train_loss:  0.662, data_points:  5.4e+05, total_data_gen_time:  87.3, train_time:  0.00317, data_load_time:  5.8e-07, total_eval_time:  57.2, test_score:  1.28e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 376. train_acc:  51.4, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  86.7, train_time:  0.00328, data_load_time:  5.82e-07, total_eval_time:  53.1, test_score:  9.4e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 377. train_acc:  51.6, train_loss:  0.656, data_points:  5.4e+05, total_data_gen_time:  85.5, train_time:  0.0032, data_load_time:  5.64e-07, total_eval_time:  15.4, test_score:  6.94e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 378. train_acc:  51.6, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  85.2, train_time:  0.00325, data_load_time:  6.03e-07, total_eval_time:  22.1, test_score:  1.21e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 379. train_acc:  51.9, train_loss:  0.651, data_points:  5.4e+05, total_data_gen_time:  86.2, train_time:  0.00294, data_load_time:  5.51e-07, total_eval_time:  16.1, test_score:  9.77e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 380. train_acc:  52, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  77.3, train_time:  0.00275, data_load_time:  4.9e-07, total_eval_time:  145, test_score:  7.85e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 381. train_acc:  51.9, train_loss:  0.649, data_points:  5.4e+05, total_data_gen_time:  66.7, train_time:  0.00282, data_load_time:  5.31e-07, total_eval_time:  43.3, test_score:  1.02e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 382. train_acc:  51.8, train_loss:  0.65, data_points:  5.4e+05, total_data_gen_time:  66.6, train_time:  0.00282, data_load_time:  4.78e-07, total_eval_time:  15.4, test_score:  9.6e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 383. train_acc:  51.9, train_loss:  0.649, data_points:  5.4e+05, total_data_gen_time:  65.4, train_time:  0.00279, data_load_time:  5.23e-07, total_eval_time:  18.9, test_score:  1.36e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 384. train_acc:  51.9, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  67.1, train_time:  0.0028, data_load_time:  5.25e-07, total_eval_time:  16, test_score:  1.08e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 385. train_acc:  52, train_loss:  0.645, data_points:  5.4e+05, total_data_gen_time:  67.8, train_time:  0.00278, data_load_time:  4.98e-07, total_eval_time:  15.7, test_score:  8.89e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 386. train_acc:  52, train_loss:  0.645, data_points:  5.4e+05, total_data_gen_time:  67.7, train_time:  0.00282, data_load_time:  5.12e-07, total_eval_time:  12.8, test_score:  8.77e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 387. train_acc:  51.8, train_loss:  0.65, data_points:  5.4e+05, total_data_gen_time:  64.9, train_time:  0.00281, data_load_time:  4.9e-07, total_eval_time:  13, test_score:  8.21e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 388. train_acc:  51.9, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  68.2, train_time:  0.00275, data_load_time:  5.45e-07, total_eval_time:  9.11, test_score:  4.88e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 389. train_acc:  51.8, train_loss:  0.647, data_points:  5.4e+05, total_data_gen_time:  63, train_time:  0.00278, data_load_time:  4.98e-07, total_eval_time:  36.8, test_score:  6.6e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 390. train_acc:  51.8, train_loss:  0.646, data_points:  5.4e+05, total_data_gen_time:  62.2, train_time:  0.00272, data_load_time:  5.44e-07, total_eval_time:  11.3, test_score:  7.14e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 391. train_acc:  51.9, train_loss:  0.647, data_points:  5.4e+05, total_data_gen_time:  65.2, train_time:  0.00269, data_load_time:  4.63e-07, total_eval_time:  19.8, test_score:  1.49e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 392. train_acc:  51.8, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  65.4, train_time:  0.00272, data_load_time:  5.21e-07, total_eval_time:  38.8, test_score:  9.83e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 393. train_acc:  51.9, train_loss:  0.644, data_points:  5.4e+05, total_data_gen_time:  65, train_time:  0.00271, data_load_time:  5.15e-07, total_eval_time:  35.9, test_score:  6.73e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 394. train_acc:  51.9, train_loss:  0.647, data_points:  5.4e+05, total_data_gen_time:  66.1, train_time:  0.00274, data_load_time:  5.03e-07, total_eval_time:  14.9, test_score:  1.11e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 395. train_acc:  51.9, train_loss:  0.65, data_points:  5.4e+05, total_data_gen_time:  62.7, train_time:  0.00273, data_load_time:  5.13e-07, total_eval_time:  19, test_score:  9.52e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 396. train_acc:  51.7, train_loss:  0.652, data_points:  5.4e+05, total_data_gen_time:  63.2, train_time:  0.00268, data_load_time:  5.07e-07, total_eval_time:  15.3, test_score:  7.63e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 397. train_acc:  51.9, train_loss:  0.648, data_points:  5.4e+05, total_data_gen_time:  68.5, train_time:  0.00272, data_load_time:  5.05e-07, total_eval_time:  15.8, test_score:  1.17e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 398. train_acc:  51.9, train_loss:  0.65, data_points:  5.4e+05, total_data_gen_time:  65.5, train_time:  0.00265, data_load_time:  5.39e-07, total_eval_time:  42, test_score:  1.55e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 399. train_acc:  51.8, train_loss:  0.657, data_points:  5.4e+05, total_data_gen_time:  63.2, train_time:  0.00272, data_load_time:  4.7e-07, total_eval_time:  11.6, test_score:  7.38e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 400. train_acc:  51.8, train_loss:  0.657, data_points:  5.4e+05, total_data_gen_time:  64.5, train_time:  0.00272, data_load_time:  5.27e-07, total_eval_time:  17.3, test_score:  1.16e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 401. train_acc:  51.4, train_loss:  0.665, data_points:  5.4e+05, total_data_gen_time:  79.9, train_time:  0.00311, data_load_time:  5.93e-07, total_eval_time:  13.8, test_score:  5.93e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 402. train_acc:  51.5, train_loss:  0.667, data_points:  5.4e+05, total_data_gen_time:  83, train_time:  0.0031, data_load_time:  5.56e-07, total_eval_time:  13.1, test_score:  5.86e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 403. train_acc:  51.6, train_loss:  0.668, data_points:  5.4e+05, total_data_gen_time:  85.3, train_time:  0.00314, data_load_time:  5.84e-07, total_eval_time:  21.2, test_score:  1.06e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 404. train_acc:  51.5, train_loss:  0.666, data_points:  5.4e+05, total_data_gen_time:  83.4, train_time:  0.0036, data_load_time:  6.14e-07, total_eval_time:  84.5, test_score:  6.67e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 405. train_acc:  51.7, train_loss:  0.662, data_points:  5.4e+05, total_data_gen_time:  82.5, train_time:  0.00371, data_load_time:  5.97e-07, total_eval_time:  50.4, test_score:  6.84e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 406. train_acc:  51.8, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  85.3, train_time:  0.00371, data_load_time:  6.16e-07, total_eval_time:  51.8, test_score:  6.96e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 407. train_acc:  51.6, train_loss:  0.661, data_points:  5.4e+05, total_data_gen_time:  80, train_time:  0.00303, data_load_time:  5.83e-07, total_eval_time:  14.8, test_score:  1.11e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 408. train_acc:  51.6, train_loss:  0.662, data_points:  5.4e+05, total_data_gen_time:  63.5, train_time:  0.00383, data_load_time:  6.6e-07, total_eval_time:  60.9, test_score:  6.8e+03, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 409. train_acc:  51.7, train_loss:  0.658, data_points:  5.4e+05, total_data_gen_time:  63.7, train_time:  0.00316, data_load_time:  5.17e-07, total_eval_time:  15.2, test_score:  1.11e+04, best_score:  1.7e+04, current lr:  0.0001, 
Epoch 410. train_acc:  51.6, train_loss:  0.66, data_points:  5.4e+05, total_data_gen_time:  62.5, train_time:  0.00309, data_load_time:  5.88e-07, total_eval_time:  12.2, test_score:  7.71e+03, best_score:  1.7e+04, current lr:  0.0001, 
